park_name,park_unit,water_system_name,alternative_name,classification,pws_number,source_type,source_longitude,source_latitude,geometry,PWS_NAME,PWS_TYPE_CODE,POPULATION_SERVED_COUNT,POP_CAT_2_CODE,POP_CAT_3_CODE,POP_CAT_4_CODE,POP_CAT_5_CODE,POP_CAT_11_CODE,POP_CAT_2_DESC,POP_CAT_3_DESC,POP_CAT_4_DESC,POP_CAT_5_DESC,POP_CAT_11_DESC
Great Basin National Park,GRBA,UTIL FC Baker Creek CG Water System,Baker Creek,Transient Non-Community Water System (TNC),NV0003052,spring,-114.239817,38.986611,"c(-114.239817, 38.986611)",BAKER CREEK CAMPGROUND  NPS,TNCWS,45,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Great Basin National Park,GRBA,UTIL FC Wheeler Peak CG Water System,Wheeler Peak,Transient Non-Community Water System (TNC),NV0003054,spring,-114.306927,39.010307,"c(-114.306927, 39.010307)",WHEELER PEAK CAMPGROUND  NPS,TNCWS,60,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Grand Canyon National Park,GRCA,Parkwide Water System,NA,Community Water System (CWS),AZ0403702,spring,-112.035702,36.195019,"c(-112.035702, 36.195019)",GRAND CANYON NATIONAL PARK,CWS,16590,2,2,2,4,6,"10,000+","3,301-50,000","10K-49,999","10,001-100,000","10,001-50,000"
Grand Canyon National Park,GRCA,Tuweep Water System,NA,Non-Potable (NonPOT),NA,rainwater,-113.060401,36.223422,"c(-113.060401, 36.223422)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Canyon National Park,GRCA,South Rim Reclaimed Non-Potable Water System,NA,Non-Potable (NonPOT),NA,reclaimed,-112.034,36.19339,"c(-112.034, 36.19339)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Greenbelt Park,GREE,DC Municiple water,WASHINGTON SUBURBAN SANITARY COMMISSION,Community Water System (CWS),MD0150005,municipal,-76.8927,38.99496,"c(-76.8927, 38.99496)",WASHINGTON SUBURBAN SANITARY COMMISSION,CWS,1900000,2,3,4,5,11,"10,000+",">50,000",100K+,">100,000",">1,000,000"
Grand Portage National Monument,GRPO,Water System,Grand Portage Tribal Water System,Community Water System (CWS),55290001,tribal,-89.68477,47.96234,"c(-89.68477, 47.96234)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Great Sand Dunes National Park,GRSA,"HQ Water System, PWSID #202300",NA,Non-Transient Non-Community Water System (NTNC),CO0202300,deep groundwater,-105.509738,37.724064,"c(-105.509738, 37.724064)",GREAT SAND DUNES HQ,NTNCWS,1400,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Great Sand Dunes National Park,GRSA,"Campground Water System, PWSID# 202350",NA,Transient Non-Community Water System (TNC),CO0202350,deep groundwater,-105.507064,37.746146,"c(-105.507064, 37.746146)",GREAT SAND DUNES PINON FLATS CG,TNCWS,250,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Great Smoky Mountains National Park,GRSM,Cherokee Water System,Cherokee Water System,Community Water System (CWS),NC43740039,municipal,-83.278325,35.466674,"c(-83.278325, 35.466674)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Great Smoky Mountains National Park,GRSM,Tent. Delete - Oconaluftee Area Water Systems,Cherokee Water System,Community Water System (CWS),NC43740039,municipal,-83.3051,35.517,"c(-83.3051, 35.517)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Great Smoky Mountains National Park,GRSM,"Tent. DELETE Smokemont Water System,  SMW",Cherokee Water System,Community Water System (CWS),NC43740039,municipal,-83.3118,35.557,"c(-83.3118, 35.557)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Great Smoky Mountains National Park,GRSM,Bryson City Water System,Bryson City Water System,Community Water System (CWS),NC0187010,municipal,-83.438129,35.457599,"c(-83.438129, 35.457599)","BRYSON CITY, TOWN OF",CWS,4395,1,2,1,3,5,"<10,000","3,301-50,000",<10K,"3,301-10,000","3,301-10,000"
Great Smoky Mountains National Park,GRSM,Deep Creek Campground / Picnic Area Water Distribution System,Bryson City Town of,Community Water System (CWS),NC0187010,municipal,-83.4371,35.4605,"c(-83.4371, 35.4605)","BRYSON CITY, TOWN OF",CWS,4395,1,2,1,3,5,"<10,000","3,301-50,000",<10K,"3,301-10,000","3,301-10,000"
Great Smoky Mountains National Park,GRSM,Greenville Water System,Greenville Utilities Comm,Community Water System (CWS),NC0474010,municipal,-82.705292,36.031695,"c(-82.705292, 36.031695)",GREENVILLE UTILITIES COMM,CWS,103140,2,3,4,5,8,"10,000+",">50,000",100K+,">100,000","100,001-250,000"
Great Smoky Mountains National Park,GRSM,"Abrams Creek Campground Water System,  ACW1",Abrams Creek Water System,Non-Public Water System (NP),NA,unknown groundwater,-83.933264,35.611696,"c(-83.933264, 35.611696)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Great Smoky Mountains National Park,GRSM,Cataloochee Maintenance Water System,Cataloochee Maintenance Water System,Non-Public Water System (NP),NA,unknown groundwater,-83.07387,35.64776,"c(-83.07387, 35.64776)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Great Smoky Mountains National Park,GRSM,Cataloochee Ranger Station Water System,Cataloochee Ranger Station Water System,Non-Public Water System (NP),NA,unknown groundwater,-83.09349,35.62947,"c(-83.09349, 35.62947)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Great Smoky Mountains National Park,GRSM,Cosby Maintenance Water System,Cosby Maintenance Water System,Non-Public Water System (NP),NA,unknown groundwater,-83.214703,35.776361,"c(-83.214703, 35.776361)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Great Smoky Mountains National Park,GRSM,"Greenbrier Ranger Station Water System,  GRW",Greenbrier Water System,Non-Public Water System (NP),NA,unknown groundwater,-83.40604,35.72938,"c(-83.40604, 35.72938)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Great Smoky Mountains National Park,GRSM,"Hazel Creek / Calhoun House Water System,  HAW",NA,Non-Public Water System (NP),NA,NA,-83.7227,35.47483,"c(-83.7227, 35.47483)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Great Smoky Mountains National Park,GRSM,"Tent DELETE Clingmans Dome Water System,  CDW",NA,Non-Potable (NonPOT),NA,unknown groundwater,-83.4957,35.5564,"c(-83.4957, 35.5564)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Great Smoky Mountains National Park,GRSM,"Tent DELETE Tow String Horse Barn Water System,  TOW",NA,Non-Public Water System (NP),NA,NA,-83.297,35.5396,"c(-83.297, 35.5396)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Great Smoky Mountains National Park,GRSM,"Tent DELETE Wears Valley Ranger Station Water System,  WCW",NA,Non-Public Water System (NP),NA,NA,-83.6455,35.7201,"c(-83.6455, 35.7201)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Great Smoky Mountains National Park,GRSM,"Twenty Mile Water System,  TMW",Twentymile Water System,Non-Public Water System (NP),NA,deep groundwater,-83.87779,35.46692,"c(-83.87779, 35.46692)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Great Smoky Mountains National Park,GRSM,"Cataloochee  Area Water Systems,  CAW",Cataloochee Campground Water System,Transient Non-Community Water System (TNC),NC0144536,deep groundwater,-83.086319,35.631275,"c(-83.086319, 35.631275)",CATALOOCHEE CAMPGROUND,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Great Smoky Mountains National Park,GRSM,"Big Creek Area Water Systems,  BCW",Big Creek Water System,Transient Non-Community Water System (TNC),NC0144539,deep groundwater,-83.108181,35.754592,"c(-83.108181, 35.754592)",BIG CREEK CAMPGROUND,TNCWS,100,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Great Smoky Mountains National Park,GRSM,"Newfound Gap Water System,  PGW1",Newfound Gap Water System,Transient Non-Community Water System (TNC),NC0187513,spring,-83.42418,35.61078,"c(-83.42418, 35.61078)",NEWFOUND GAP OVERLOOK,TNCWS,500,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Great Smoky Mountains National Park,GRSM,"Collins Creek Water System,  CLW",Collins Creek Water System,Transient Non-Community Water System (TNC),NC0187514,deep groundwater,-83.339144,35.567999,"c(-83.339144, 35.567999)",COLLINS CREEK PICNIC AREA,TNCWS,200,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Great Smoky Mountains National Park,GRSM,"Balsam Mountain / Heintooga Water System,  HBW",Balsam Mtn Water System,Transient Non-Community Water System (TNC),NC0187517,unknown groundwater,-83.174463,35.573504,"c(-83.174463, 35.573504)",BALSAM MOUNTAIN CAMPGROUND,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Great Smoky Mountains National Park,GRSM,"Purchase Knob Water System,  PUW",Purchase Knob Water System,Transient Non-Community Water System (TNC),NC1044007,unknown groundwater,-83.339144,35.567999,"c(-83.339144, 35.567999)",PURCHASE KNOB,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Great Smoky Mountains National Park,GRSM,"Sugarlands / Headquarters Water System,  SUW",Sugarlands Water System,Community Water System (CWS),TN0000270,unknown groundwater,-83.53775,35.68951,"c(-83.53775, 35.68951)",GREAT SMOKY MTNS NATIONAL PARK HQ,NTNCWS,3125,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Great Smoky Mountains National Park,GRSM,"Cades Cove Cable Mill Water System,  CMW",Cable Mill Water System,Transient Non-Community Water System (TNC),TN0001262,deep groundwater,-83.836944,35.584444,"c(-83.836944, 35.584444)",CABLE MILL COMFORT STATION,TNCWS,2000,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Great Smoky Mountains National Park,GRSM,"Cades Cove Developed Area Water System,  CCW",Cades Cover Water System,Non-Transient Non-Community Water System (NTNC),TN0001263,unknown groundwater,-83.770361,35.603992,"c(-83.770361, 35.603992)",CADES COVE CAMPGROUND,NTNCWS,2000,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Great Smoky Mountains National Park,GRSM,"Elkmont Campground Water System,  ELW",Elkmont Campground Water System,Transient Non-Community Water System (TNC),TN0001266,unknown groundwater,-83.58519,35.64362,"c(-83.58519, 35.64362)",ELKMONT CAMPGROUND,TNCWS,750,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Great Smoky Mountains National Park,GRSM,"LeConte Lodge Water System,  LLW",NA,Transient Non-Community Water System (TNC),TN0001268,spring,-83.44069,35.65537,"c(-83.44069, 35.65537)",LECONTE LODGE,TNCWS,60,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Great Smoky Mountains National Park,GRSM,"Look Rock Campground Water System,  LRW",NA,Transient Non-Community Water System (TNC),TN0001269,unknown groundwater,-83.9319,35.64155,"c(-83.9319, 35.64155)",LOOK ROCK CAMPGROUND,TNCWS,75,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Great Smoky Mountains National Park,GRSM,"Metcalf Bottoms Picnic Area Water System,  MBW",Metcalf Bottoms Water System,Transient Non-Community Water System (TNC),TN0001270,unknown groundwater,-83.64812,35.6792,"c(-83.64812, 35.6792)",METCALF BOTTOMS PICNIC AREA,TNCWS,900,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Great Smoky Mountains National Park,GRSM,"Tremont Area Water Systems,  TRW",Tremont Water System,Transient Non-Community Water System (TNC),TN0001271,unknown groundwater,-83.69128,35.6409,"c(-83.69128, 35.6409)",TREMONT INSTITUTE,TNCWS,488,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Great Smoky Mountains National Park,GRSM,"Twin Creeks Area Water System,  TWW",Twin Creeks Water System,Transient Non-Community Water System (TNC),TN0005074,unknown groundwater,-83.49952,35.68758,"c(-83.49952, 35.68758)",TWIN CREEKS RECREATION AREA,TNCWS,114,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Great Smoky Mountains National Park,GRSM,"Cosby Area Water Systems,  COW",Cosby Campground Water System,Transient Non-Community Water System (TNC),TN0001265,unknown groundwater,-83.206628,35.753934,"c(-83.206628, 35.753934)",COSBY CAMPGROUND,TNCWS,925,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Great Smoky Mountains National Park,GRSM,"Chimneys Picnic Area Water System,  CTW",Chimney Picnic Area Water System,Transient Non-Community Water System (TNC),TN0001264,unknown groundwater,-83.486742,35.636495,"c(-83.486742, 35.636495)",CHIMNEYS PICNIC AREA,TNCWS,400,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Grand Teton National Park,GRTE,4-Lazy-F,NA,Non-Public Water System (NP),NA,shallow groundwater,-110.705475,43.66631,"c(-110.705475, 43.66631)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,WITTY HOUSE,NA,Non-Public Water System (NP),NA,unknown groundwater,-110.75003,43.64308,"c(-110.75003, 43.64308)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,SKY RANCH WATER System,NA,Non-Potable (NonPOT),NA,spring,-110.771114,43.666264,"c(-110.771114, 43.666264)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,MCCOLLISTER WATER System,NA,Non-Public Water System (NP),NA,unknown groundwater,-110.636871,43.681883,"c(-110.636871, 43.681883)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,TANKE Water System,NA,Non-Public Water System (NP),NA,deep groundwater,-110.74,43.541189,"c(-110.74, 43.541189)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,HOLTMAN HOUSE,NA,Non-Public Water System (NP),NA,shallow groundwater,-110.694679,43.664848,"c(-110.694679, 43.664848)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,Shadow Mtn. House,NA,Non-Public Water System (NP),NA,unknown groundwater,-110.6252,43.69272,"c(-110.6252, 43.69272)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,Superintendent's House,NA,Non-Public Water System (NP),NA,deep groundwater,-110.74028,43.5398,"c(-110.74028, 43.5398)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,White Grass Dude Ranch,NA,Non-Public Water System (NP),NA,shallow groundwater,-110.774167,43.656111,"c(-110.774167, 43.656111)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,Nichols Springs House,NA,Non-Public Water System (NP),NA,deep groundwater,-110.742674,43.539562,"c(-110.742674, 43.539562)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,Rudd House,NA,Non-Public Water System (NP),NA,unknown groundwater,-110.6819,43.67148,"c(-110.6819, 43.67148)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,Kelly House (6790 E. 3rd Street),NA,Non-Public Water System (NP),NA,shallow groundwater,-110.623324,43.622777,"c(-110.623324, 43.622777)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,CB Lagoon Non-Potable Water System,NA,Non-Potable (NonPOT),NA,shallow groundwater,-110.627769,43.901169,"c(-110.627769, 43.901169)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,SM Lagoon Non-Potable Water System,NA,Non-Potable (NonPOT),NA,deep groundwater,-110.608056,43.841667,"c(-110.608056, 43.841667)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,Kelly House (9600 Little School Rd),NA,Non-Public Water System (NP),NA,deep groundwater,-110.624058,43.62129,"c(-110.624058, 43.62129)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,"Kelly House (10,000 Main Street)",NA,Non-Public Water System (NP),NA,unknown groundwater,-110.623114,43.625899,"c(-110.623114, 43.625899)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,Quarters 66 Water System,NA,Non-Public Water System (NP),NA,deep groundwater,-110.571686,43.872044,"c(-110.571686, 43.872044)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,Moulton Cabins Water System,NA,Non-Public Water System (NP),NA,shallow groundwater,-110.66674,43.65976,"c(-110.66674, 43.65976)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Grand Teton National Park,GRTE,MOOSE/BEAVER CREEK WATER SYSTEM,NA,Community Water System (CWS),WY5680093,shallow groundwater,-110.7195,43.6589,"c(-110.7195, 43.6589)",GTNP--MOOSE/BEAVER CREEK,CWS,221,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Grand Teton National Park,GRTE,CLIMBER S RANCH  WATER SYSTEM,NA,Transient Non-Community Water System (TNC),WY5680094,shallow groundwater,-110.735289,43.703858,"c(-110.735289, 43.703858)",GTNP- CLIMBERS RANCH,TNCWS,74,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Grand Teton National Park,GRTE,SOUTH JENNY WATER SYSTEM,NA,Transient Non-Community Water System (TNC),WY5680096,deep groundwater,-110.72234,43.75149,"c(-110.72234, 43.75149)",GTNP-JENNY LAKE,TNCWS,120,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Grand Teton National Park,GRTE,TSS WATER System,Teton Sciences School,Non-Transient Non-Community Water System (NTNC),WY5680099,deep groundwater,-110.595816,43.670183,"c(-110.595816, 43.670183)",GTNP-TETON SCIENCE SCHOOL,NTNCWS,31,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Grand Teton National Park,GRTE,GVCG WATER System,Gros Ventre Campgrounds,Transient Non-Community Water System (TNC),WY5680100,shallow groundwater,-110.66694,43.61606,"c(-110.66694, 43.61606)",GTNP-GROS VENTRE CG,TNCWS,500,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Grand Teton National Park,GRTE,HIGHLANDS WATER SYSTEM,NA,Transient Non-Community Water System (TNC),WY5680101,deep groundwater,-110.72813,43.70797,"c(-110.72813, 43.70797)",GTNP-HIGHLANDS,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Grand Teton National Park,GRTE,Pilgrim Creek Water System,NA,Community Water System (CWS),WY5680103,shallow groundwater,-110.587419,43.907636,"c(-110.587419, 43.907636)",GTNP-JACKSON LAKE LODGE,CWS,1830,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Grand Teton National Park,GRTE,Pilgrim Creek Water System,NA,Community Water System (CWS),WY5680103,shallow groundwater,-110.5876,43.908653,"c(-110.5876, 43.908653)",GTNP-JACKSON LAKE LODGE,CWS,1830,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Grand Teton National Park,GRTE,Pilgrim Creek Water System,NA,Community Water System (CWS),WY5680103,shallow groundwater,-110.587131,43.908217,"c(-110.587131, 43.908217)",GTNP-JACKSON LAKE LODGE,CWS,1830,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Grand Teton National Park,GRTE,LEEKS WATER SYSTEM,NA,Transient Non-Community Water System (TNC),WY5680105,shallow groundwater,-110.639654,43.931884,"c(-110.639654, 43.931884)",GTNP-LEEKS MARINA,TNCWS,120,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Grand Teton National Park,GRTE,LCCG WATER SYSTEM,Lizard Creek Campgrounds,Transient Non-Community Water System (TNC),WY5680106,shallow groundwater,-110.69009,43.99564,"c(-110.69009, 43.99564)",GTNP-LIZARD CREEK CG,TNCWS,90,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Grand Teton National Park,GRTE,MORAN WATER SYSTEM,NA,Non-Transient Non-Community Water System (NTNC),WY5680107,unknown groundwater,-110.508173,43.841224,"c(-110.508173, 43.841224)",GTNP-MORAN BUFFALO RANGER STATION,NTNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Grand Teton National Park,GRTE,MORAN WATER SYSTEM,NA,Non-Transient Non-Community Water System (NTNC),WY5680107,unknown groundwater,-110.508173,43.841224,"c(-110.508173, 43.841224)",GTNP-MORAN BUFFALO RANGER STATION,NTNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Grand Teton National Park,GRTE,SM WATER SYSTEM,NA,Non-Transient Non-Community Water System (NTNC),WY5680108,deep groundwater,-110.608456,43.841783,"c(-110.608456, 43.841783)",GTNP-SIGNAL MTN,TNCWS,1514,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Grand Teton National Park,GRTE,SM WATER SYSTEM,NA,Non-Transient Non-Community Water System (NTNC),WY5680108,deep groundwater,-110.608056,43.841667,"c(-110.608056, 43.841667)",GTNP-SIGNAL MTN,TNCWS,1514,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Grand Teton National Park,GRTE,TRIANGLE X - Water System,NA,Non-Transient Non-Community Water System (NTNC),WY5680110,deep groundwater,-110.561919,43.761769,"c(-110.561919, 43.761769)",GTNP- TRIANGLE X RANCH,TNCWS,166,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Grand Teton National Park,GRTE,AMK WATER SYSTEM,NA,Transient Non-Community Water System (TNC),WY5680111,shallow groundwater,-110.641581,43.939447,"c(-110.641581, 43.939447)",GTNP-AMK RANCH,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Grand Teton National Park,GRTE,AMK WATER SYSTEM,NA,Transient Non-Community Water System (TNC),WY5680111,shallow groundwater,-110.641581,43.939447,"c(-110.641581, 43.939447)",GTNP-AMK RANCH,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Grand Teton National Park,GRTE,LUPINE MEADOWS WATER SYSTEM,NA,Transient Non-Community Water System (TNC),WY5680156,shallow groundwater,-110.72771,43.743822,"c(-110.72771, 43.743822)",GTNP-LUPINE MEADOWS,TNCWS,40,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Grand Teton National Park,GRTE,JENNY LAKE LODGE/STRING LAKE WATER SYSTEM,NA,Transient Non-Community Water System (TNC),WY5680157,deep groundwater,-110.713267,43.783268,"c(-110.713267, 43.783268)",GTNP-JENNY LAKE LODGE,TNCWS,163,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Grand Teton National Park,GRTE,LSR Visitor Center,Laurence S. Rockefeller Preserve Center,Transient Non-Community Water System (TNC),WY5680250,unknown groundwater,-110.7753,43.62643,"c(-110.7753, 43.62643)",GTNP-LAURANCE S. ROCKEFELLER PC,TNCWS,275,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Guilford Courthouse National Military Park,GUCO,City of Greensboro Department of Water Resources,Municipal Water System,Community Water System (CWS),NC0241010,municipal,-79.792961,36.041882,"c(-79.792961, 36.041882)","GREENSBORO, CITY OF",CWS,319588,2,3,4,5,9,"10,000+",">50,000",100K+,">100,000","250,001-500,000"
